ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/10/12,11:05:28 +2:00 GMT,61.120.158.16:1539,192.168.31.2:4000,TCP (flags:S)
FWIN,2003/10/12,11:13:14 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,11:21:16 +2:00 GMT,212.109.29.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,11:22:10 +2:00 GMT,64.216.219.148:0,192.168.31.2:6588,TCP (flags:S)
FWIN,2003/10/12,11:22:44 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,11:32:20 +2:00 GMT,212.110.64.68:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,11:37:56 +2:00 GMT,212.106.68.128:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,11:42:44 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,11:43:22 +2:00 GMT,212.110.70.68:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,11:52:06 +2:00 GMT,212.111.173.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,11:58:22 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:00:10 +2:00 GMT,212.107.41.159:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:02:32 +2:00 GMT,212.106.68.210:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:03:34 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:13:30 +2:00 GMT,217.207.46.146:59650,192.168.31.2:1433,TCP (flags:S)
FWIN,2003/10/12,12:13:56 +2:00 GMT,212.109.29.108:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:18:02 +2:00 GMT,18.85.9.51:4860,192.168.31.2:3389,TCP (flags:S)
FWIN,2003/10/12,12:27:16 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:29:12 +2:00 GMT,212.109.5.32:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:32:34 +2:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:32:48 +2:00 GMT,212.107.59.175:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:34:00 +2:00 GMT,212.107.59.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:34:20 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:36:54 +2:00 GMT,212.111.146.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:37:08 +2:00 GMT,212.106.74.135:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:38:30 +2:00 GMT,212.109.29.157:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:41:18 +2:00 GMT,212.109.29.136:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:42:46 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:43:20 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:44:14 +2:00 GMT,212.109.5.67:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,12:50:26 +2:00 GMT,212.111.147.162:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,13:00:32 +2:00 GMT,194.203.13.83:3951,192.168.31.2:1433,TCP (flags:S)
FWIN,2003/10/12,13:02:28 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,13:03:52 +2:00 GMT,212.111.146.56:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,13:05:54 +2:00 GMT,212.107.59.176:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,13:08:08 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,13:08:40 +2:00 GMT,212.111.176.28:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,13:09:14 +2:00 GMT,212.111.182.141:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,13:17:16 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,13:19:24 +2:00 GMT,212.109.29.208:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,13:19:32 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/12,13:24:02 +2:00 GMT,212.106.68.213:0,192.168.31.2:0,ICMP (type:8/subtype:0)
