ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/10/14,11:08:56 +2:00 GMT,212.106.65.136:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,11:18:50 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,11:20:56 +2:00 GMT,212.109.29.19:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,11:21:58 +2:00 GMT,212.106.68.162:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,11:22:58 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,11:23:48 +2:00 GMT,192.168.42.96:2361,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/14,11:28:54 +2:00 GMT,212.111.146.8:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,11:32:56 +2:00 GMT,192.168.42.96:1550,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/14,11:40:08 +2:00 GMT,212.111.172.249:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,11:48:16 +2:00 GMT,212.111.43.92:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,11:51:32 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,11:52:28 +2:00 GMT,212.111.147.184:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,11:55:44 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,12:02:32 +2:00 GMT,212.107.59.176:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,12:03:38 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/14,12:06:58 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
