ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/10/13,11:08:34 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,11:09:32 +2:00 GMT,192.168.32.71:3947,192.168.31.2:135,TCP (flags:S)
FWIN,2003/10/13,11:13:36 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,11:25:04 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,11:26:52 +2:00 GMT,212.107.59.5:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,11:32:30 +2:00 GMT,212.109.29.24:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,11:33:34 +2:00 GMT,212.108.240.79:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,11:41:22 +2:00 GMT,212.106.65.136:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,11:48:46 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,11:50:18 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,11:56:00 +2:00 GMT,212.110.70.68:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,11:56:26 +2:00 GMT,212.107.41.132:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,12:12:52 +2:00 GMT,212.107.59.67:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,12:13:32 +2:00 GMT,212.107.57.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,12:22:34 +2:00 GMT,212.106.163.229:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,12:27:30 +2:00 GMT,81.52.250.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,12:28:24 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,12:42:52 +2:00 GMT,212.109.31.6:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,12:42:58 +2:00 GMT,212.109.29.50:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:05:40 +2:00 GMT,212.106.68.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:06:08 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:09:26 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
PE,2003/10/13,13:14:08 +2:00 GMT,Windows Explorer,0.0.0.0:80,N/A
FWIN,2003/10/13,13:15:48 +2:00 GMT,61.110.170.174:3922,192.168.31.2:1080,TCP (flags:S)
FWIN,2003/10/13,13:24:12 +2:00 GMT,212.106.78.98:0,192.168.31.2:0,ICMP (type:8/subtype:0)
PE,2003/10/13,13:25:48 +2:00 GMT,Adobe Acrobat 5.0.5b CE,192.168.11.1:53,N/A
FWIN,2003/10/13,13:25:52 +2:00 GMT,212.109.124.21:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:33:12 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:33:52 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:33:56 +2:00 GMT,212.107.37.108:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:40:08 +2:00 GMT,212.109.29.200:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:41:06 +2:00 GMT,212.109.29.134:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:41:48 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:42:52 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:43:32 +2:00 GMT,212.106.68.187:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:44:38 +2:00 GMT,80.139.215.184:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:44:54 +2:00 GMT,212.111.146.188:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:47:12 +2:00 GMT,212.107.57.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:49:08 +2:00 GMT,212.107.57.33:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:54:04 +2:00 GMT,212.106.163.229:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:55:26 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:55:32 +2:00 GMT,212.110.70.68:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:56:12 +2:00 GMT,212.109.123.10:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/13,13:56:32 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
