ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/10/05,11:26:04 +2:00 GMT,212.107.59.175:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,11:27:34 +2:00 GMT,212.110.76.197:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,11:31:56 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,11:35:44 +2:00 GMT,212.109.29.127:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,11:36:36 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,11:40:50 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,11:45:24 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,11:46:06 +2:00 GMT,212.107.59.130:0,192.168.31.2:0,ICMP (type:8/subtype:0)
PE,2003/10/05,11:46:16 +2:00 GMT,ZoneAlarm Pro,192.168.11.1:53,N/A
FWIN,2003/10/05,11:52:20 +2:00 GMT,212.107.41.236:0,192.168.31.2:0,ICMP (type:8/subtype:0)
PE,2003/10/05,11:59:16 +2:00 GMT,ZoneAlarm Pro,192.168.11.1:53,N/A
FWIN,2003/10/05,12:04:12 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:19:58 +2:00 GMT,212.107.51.63:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:25:54 +2:00 GMT,208.51.11.23:1510,192.168.31.2:1433,TCP (flags:S)
FWIN,2003/10/05,12:27:34 +2:00 GMT,212.109.5.28:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:29:26 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:31:00 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:32:58 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:33:46 +2:00 GMT,212.110.65.61:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:36:52 +2:00 GMT,212.107.37.167:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:37:32 +2:00 GMT,212.111.147.71:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:41:04 +2:00 GMT,212.111.146.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:41:28 +2:00 GMT,212.107.59.36:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:42:38 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:44:00 +2:00 GMT,212.106.68.197:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:50:14 +2:00 GMT,24.214.2.162:0,192.168.31.2:0,ICMP (type:3/subtype:1)
FWIN,2003/10/05,12:50:20 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:57:02 +2:00 GMT,212.110.66.202:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:58:18 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,12:59:44 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:02:22 +2:00 GMT,212.109.99.107:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:07:00 +2:00 GMT,212.107.48.125:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:09:08 +2:00 GMT,212.107.37.98:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:12:34 +2:00 GMT,212.111.147.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:13:18 +2:00 GMT,212.111.146.251:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:16:38 +2:00 GMT,212.106.68.170:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:19:40 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:25:34 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:27:56 +2:00 GMT,212.111.146.23:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:28:04 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:28:18 +2:00 GMT,212.111.147.134:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:31:06 +2:00 GMT,194.203.13.83:1852,192.168.31.2:1433,TCP (flags:S)
FWIN,2003/10/05,13:31:30 +2:00 GMT,212.107.59.130:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:35:42 +2:00 GMT,212.111.172.195:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:42:12 +2:00 GMT,212.107.51.63:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:42:22 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:43:24 +2:00 GMT,212.106.68.73:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:48:26 +2:00 GMT,212.111.147.80:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:52:34 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:55:34 +2:00 GMT,212.109.29.21:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:58:20 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,13:58:30 +2:00 GMT,212.109.29.151:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:01:16 +2:00 GMT,212.111.146.204:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:06:38 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:10:08 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:26:46 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:35:18 +2:00 GMT,212.110.66.78:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:35:48 +2:00 GMT,212.111.172.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:44:08 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:50:08 +2:00 GMT,212.110.76.197:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:51:54 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:52:50 +2:00 GMT,212.111.176.34:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:53:34 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:57:50 +2:00 GMT,212.106.68.73:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,14:59:52 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:01:20 +2:00 GMT,212.107.59.130:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:04:56 +2:00 GMT,212.109.99.107:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:05:38 +2:00 GMT,212.111.147.51:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:08:22 +2:00 GMT,203.164.226.41:3087,192.168.31.2:27374,TCP (flags:S)
FWIN,2003/10/05,15:11:48 +2:00 GMT,212.111.146.131:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:13:34 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:16:14 +2:00 GMT,212.110.66.178:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:21:18 +2:00 GMT,212.110.66.114:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:23:32 +2:00 GMT,212.110.65.31:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:24:44 +2:00 GMT,212.109.29.168:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:27:22 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:28:26 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:29:22 +2:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:30:30 +2:00 GMT,212.107.57.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:34:04 +2:00 GMT,212.111.168.231:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:40:40 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:41:28 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,15:57:30 +2:00 GMT,80.12.59.233:1985,192.168.31.2:27374,TCP (flags:S)
FWIN,2003/10/05,15:59:58 +2:00 GMT,212.111.147.184:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:00:38 +2:00 GMT,62.64.236.234:4703,192.168.31.2:27374,TCP (flags:S)
FWIN,2003/10/05,16:01:26 +2:00 GMT,212.110.76.197:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:06:18 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:07:08 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:07:36 +2:00 GMT,212.111.184.3:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:09:42 +2:00 GMT,212.106.68.170:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:14:58 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:22:08 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:24:00 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:32:14 +2:00 GMT,212.107.41.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:34:04 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:35:08 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:37:24 +2:00 GMT,212.109.29.15:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:41:24 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:44:58 +2:00 GMT,212.111.176.51:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:52:14 +2:00 GMT,212.107.59.175:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:59:40 +2:00 GMT,212.107.36.24:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,16:59:54 +2:00 GMT,212.111.173.88:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:00:14 +2:00 GMT,212.106.2.63:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:00:44 +2:00 GMT,212.107.56.132:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:01:28 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:01:36 +2:00 GMT,212.109.29.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:01:48 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:02:10 +2:00 GMT,212.107.48.125:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:06:16 +2:00 GMT,212.111.184.3:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:12:30 +2:00 GMT,212.110.76.197:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:13:22 +2:00 GMT,66.25.0.179:1509,192.168.31.2:17300,TCP (flags:S)
FWIN,2003/10/05,17:15:46 +2:00 GMT,212.109.31.9:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:20:52 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:30:46 +2:00 GMT,217.238.35.156:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:35:00 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:35:14 +2:00 GMT,212.111.182.164:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:35:36 +2:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:36:08 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:42:46 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:50:16 +2:00 GMT,212.107.205.148:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:50:46 +2:00 GMT,172.159.57.59:1381,192.168.31.2:27374,TCP (flags:S)
FWIN,2003/10/05,17:54:14 +2:00 GMT,212.108.130.37:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:54:38 +2:00 GMT,212.109.29.97:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/05,17:55:22 +2:00 GMT,212.109.7.49:0,192.168.31.2:0,ICMP (type:8/subtype:0)
