ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/10/08,11:02:20 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:04:12 +2:00 GMT,212.106.157.30:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:05:52 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:08:10 +2:00 GMT,212.111.169.76:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:19:00 +2:00 GMT,212.111.146.34:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:20:26 +2:00 GMT,212.109.124.24:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:22:12 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:26:06 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:32:54 +2:00 GMT,212.107.37.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:37:56 +2:00 GMT,212.107.59.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:46:04 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:58:26 +2:00 GMT,213.106.180.60:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,11:59:06 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,12:04:14 +2:00 GMT,212.106.68.86:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,12:07:22 +2:00 GMT,212.111.146.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
PE,2003/10/08,12:08:22 +2:00 GMT,Spooler SubSystem App,192.168.11.1:53,N/A
FWIN,2003/10/08,12:21:44 +2:00 GMT,212.107.37.158:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,12:25:10 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,12:30:08 +2:00 GMT,213.40.12.70:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,12:35:16 +2:00 GMT,212.109.29.85:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,12:41:24 +2:00 GMT,212.109.124.24:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,12:44:06 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,12:53:08 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,12:56:48 +2:00 GMT,212.111.147.172:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,12:57:22 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,13:02:52 +2:00 GMT,212.107.59.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,13:21:12 +2:00 GMT,212.112.0.83:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,13:31:44 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,13:32:22 +2:00 GMT,211.105.47.150:2567,192.168.31.2:3389,TCP (flags:S)
FWIN,2003/10/08,13:33:48 +2:00 GMT,212.111.146.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
PE,2003/10/08,13:37:56 +2:00 GMT,Microsoft Excel,127.0.0.1:1526,N/A
FWIN,2003/10/08,13:37:56 +2:00 GMT,212.107.57.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,13:49:20 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,13:54:42 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,13:55:58 +2:00 GMT,212.112.189.11:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,13:59:24 +2:00 GMT,212.109.124.24:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,14:04:32 +2:00 GMT,212.107.59.228:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,14:16:30 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,14:33:26 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,14:38:36 +2:00 GMT,211.163.26.19:1888,192.168.31.2:1433,TCP (flags:S)
FWIN,2003/10/08,14:39:44 +2:00 GMT,64.216.218.230:0,192.168.31.2:8080,TCP (flags:S)
FWIN,2003/10/08,14:41:46 +2:00 GMT,212.107.56.132:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,14:55:16 +2:00 GMT,212.107.37.162:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,14:57:00 +2:00 GMT,212.111.52.58:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,14:57:24 +2:00 GMT,212.111.146.59:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/08,15:01:46 +2:00 GMT,212.109.53.154:0,192.168.31.2:0,ICMP (type:8/subtype:0)
