ZoneAlarm Logging Client v4.0.146.029
Windows 2000-5.0.2195-Service Pack 4-SP
type,date,time,source,destination,transport
FWIN,2003/10/11,11:03:34 +2:00 GMT,212.107.56.236:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:04:24 +2:00 GMT,212.107.59.97:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:14:34 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:15:34 +2:00 GMT,212.107.59.22:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:16:38 +2:00 GMT,212.107.59.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:17:58 +2:00 GMT,212.107.59.57:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:18:16 +2:00 GMT,203.236.238.195:1891,192.168.31.2:4000,TCP (flags:S)
FWIN,2003/10/11,11:27:06 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:30:02 +2:00 GMT,212.111.146.208:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:32:30 +2:00 GMT,212.106.68.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:36:00 +2:00 GMT,212.107.59.175:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:40:32 +2:00 GMT,212.107.41.160:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:40:54 +2:00 GMT,212.111.173.67:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:42:30 +2:00 GMT,212.107.58.145:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:53:42 +2:00 GMT,212.107.58.168:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,11:54:14 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:00:06 +2:00 GMT,212.110.64.47:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:06:48 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:15:40 +2:00 GMT,212.107.57.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:17:36 +2:00 GMT,212.106.65.119:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:19:40 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:25:28 +2:00 GMT,212.109.29.133:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:33:22 +2:00 GMT,212.106.68.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:33:32 +2:00 GMT,212.107.56.236:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:48:00 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:50:40 +2:00 GMT,212.107.58.21:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:54:06 +2:00 GMT,212.107.36.218:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:55:32 +2:00 GMT,212.107.59.130:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,12:59:54 +2:00 GMT,212.106.163.229:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:02:02 +2:00 GMT,212.109.29.78:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:10:00 +2:00 GMT,212.107.205.146:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:14:00 +2:00 GMT,212.107.59.155:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:22:22 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:26:14 +2:00 GMT,212.107.36.238:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:26:14 +2:00 GMT,212.107.41.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:32:36 +2:00 GMT,212.107.59.191:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:44:30 +2:00 GMT,212.107.59.57:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:47:34 +2:00 GMT,61.56.234.35:21,192.168.31.2:21,TCP (flags:SF)
FWIN,2003/10/11,13:50:54 +2:00 GMT,212.109.31.254:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:51:04 +2:00 GMT,212.107.57.152:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:53:58 +2:00 GMT,212.111.146.189:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,13:59:00 +2:00 GMT,212.110.19.137:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:02:46 +2:00 GMT,212.106.68.39:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:05:40 +2:00 GMT,212.107.56.14:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:07:24 +2:00 GMT,212.106.68.50:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:10:10 +2:00 GMT,212.111.172.166:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:12:38 +2:00 GMT,212.107.36.129:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:15:06 +2:00 GMT,212.107.58.21:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:16:52 +2:00 GMT,212.106.163.229:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:17:12 +2:00 GMT,212.107.59.130:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:17:30 +2:00 GMT,212.107.59.228:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:24:04 +2:00 GMT,212.107.59.97:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:25:04 +2:00 GMT,212.111.172.75:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:26:40 +2:00 GMT,212.107.51.63:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:27:28 +2:00 GMT,212.112.6.250:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:33:26 +2:00 GMT,212.110.70.68:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:49:46 +2:00 GMT,212.109.29.156:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,14:52:30 +2:00 GMT,212.109.29.44:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,15:01:56 +2:00 GMT,212.109.110.2:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,15:06:26 +2:00 GMT,212.107.59.67:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,15:11:16 +2:00 GMT,194.175.193.113:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,15:11:36 +2:00 GMT,212.111.147.15:0,192.168.31.2:0,ICMP (type:8/subtype:0)
FWIN,2003/10/11,15:13:12 +2:00 GMT,212.110.42.41:0,192.168.31.2:0,ICMP (type:8/subtype:0)
